,WhPerMile,kWhRequested,milesRequested,minutesAvailable,modifiedAt,paymentRequired,requestedDeparture,userID
12706,600,12.0,20,242,"Mon, 07 Oct 2019 18:21:17 GMT",True,"Mon, 07 Oct 2019 22:23:02 GMT",1366
12707,300,15.0,50,322,"Mon, 07 Oct 2019 18:49:50 GMT",True,"Tue, 08 Oct 2019 00:10:58 GMT",832
12708,400,28.0,70,300,"Mon, 07 Oct 2019 18:58:20 GMT",True,"Mon, 07 Oct 2019 23:57:59 GMT",1137
12709,500,10.0,20,286,"Mon, 07 Oct 2019 19:20:57 GMT",True,"Tue, 08 Oct 2019 00:06:21 GMT",3389
12710,273,8.19,30,185,"Mon, 07 Oct 2019 19:41:35 GMT",True,"Mon, 07 Oct 2019 22:45:37 GMT",560
12711,292,17.52,60,207,"Mon, 07 Oct 2019 20:22:38 GMT",True,"Mon, 07 Oct 2019 23:49:27 GMT",1470
12712,278,8.34,30,70,"Mon, 07 Oct 2019 23:02:51 GMT",True,"Tue, 08 Oct 2019 00:12:34 GMT",2950
12713,278,8.34,30,70,"Mon, 07 Oct 2019 23:56:35 GMT",True,"Tue, 08 Oct 2019 00:12:34 GMT",2950
12714,400,28.0,70,226,"Tue, 08 Oct 2019 01:25:50 GMT",True,"Tue, 08 Oct 2019 05:11:38 GMT",1133
12715,444,8.88,20,94,"Tue, 08 Oct 2019 01:46:44 GMT",True,"Tue, 08 Oct 2019 03:20:45 GMT",3123
12716,438,35.04,80,134,"Tue, 08 Oct 2019 02:42:10 GMT",True,"Tue, 08 Oct 2019 04:55:48 GMT",1099
12717,375,15.0,40,59,"Tue, 08 Oct 2019 04:14:50 GMT",True,"Tue, 08 Oct 2019 05:13:47 GMT",1152
12718,261,36.54,140,458,"Tue, 08 Oct 2019 13:47:41 GMT",True,"Tue, 08 Oct 2019 21:25:21 GMT",710
12719,400,12.0,30,377,"Tue, 08 Oct 2019 15:16:44 GMT",True,"Tue, 08 Oct 2019 21:33:44 GMT",2461
12720,400,52.0,130,527,"Tue, 08 Oct 2019 15:25:48 GMT",True,"Wed, 09 Oct 2019 00:09:20 GMT",818
12721,357,21.42,60,191,"Tue, 08 Oct 2019 15:47:48 GMT",True,"Tue, 08 Oct 2019 18:58:32 GMT",2170
12722,600,12.0,20,242,"Tue, 08 Oct 2019 15:52:18 GMT",True,"Tue, 08 Oct 2019 19:53:58 GMT",1366
12723,600,18.0,30,404,"Tue, 08 Oct 2019 15:55:54 GMT",True,"Tue, 08 Oct 2019 22:39:46 GMT",712
12724,400,8.0,20,60,"Tue, 08 Oct 2019 16:46:48 GMT",True,"Tue, 08 Oct 2019 17:46:36 GMT",1912
12725,400,16.0,40,366,"Tue, 08 Oct 2019 16:47:06 GMT",True,"Tue, 08 Oct 2019 22:52:36 GMT",1912
12726,400,8.0,20,223,"Tue, 08 Oct 2019 16:49:41 GMT",True,"Tue, 08 Oct 2019 20:32:24 GMT",858
12727,227,45.4,200,509,"Tue, 08 Oct 2019 16:54:43 GMT",True,"Wed, 09 Oct 2019 01:23:44 GMT",2961
12728,600,12.0,20,120,"Tue, 08 Oct 2019 17:03:20 GMT",True,"Tue, 08 Oct 2019 19:02:53 GMT",324
12729,200,10.0,50,120,"Tue, 08 Oct 2019 17:14:54 GMT",True,"Tue, 08 Oct 2019 19:14:54 GMT",558
12730,469,14.07,30,459,"Tue, 08 Oct 2019 17:18:38 GMT",True,"Wed, 09 Oct 2019 00:57:27 GMT",1095
12731,250,37.5,150,436,"Tue, 08 Oct 2019 17:19:18 GMT",True,"Wed, 09 Oct 2019 00:34:51 GMT",1104
12732,292,17.52,60,207,"Tue, 08 Oct 2019 18:04:14 GMT",True,"Tue, 08 Oct 2019 21:31:03 GMT",1470
12733,292,17.52,60,207,"Wed, 09 Oct 2019 00:16:42 GMT",True,"Tue, 08 Oct 2019 21:31:03 GMT",1470
12734,292,17.52,60,207,"Wed, 09 Oct 2019 00:17:18 GMT",True,"Tue, 08 Oct 2019 21:31:03 GMT",1470
12735,600,12.0,20,129,"Tue, 08 Oct 2019 18:05:57 GMT",True,"Tue, 08 Oct 2019 20:14:55 GMT",1001
12736,200,40.0,200,466,"Tue, 08 Oct 2019 18:25:35 GMT",True,"Wed, 09 Oct 2019 02:08:29 GMT",3270
12737,400,20.0,50,395,"Tue, 08 Oct 2019 18:28:45 GMT",True,"Wed, 09 Oct 2019 01:02:11 GMT",515
12738,400,16.0,40,60,"Tue, 08 Oct 2019 18:29:05 GMT",True,"Tue, 08 Oct 2019 19:27:11 GMT",515
12739,300,15.0,50,411,"Tue, 08 Oct 2019 18:34:39 GMT",True,"Wed, 09 Oct 2019 01:25:34 GMT",697
12740,400,36.0,90,378,"Tue, 08 Oct 2019 18:39:22 GMT",True,"Wed, 09 Oct 2019 00:57:03 GMT",3034
12741,400,16.0,40,291,"Tue, 08 Oct 2019 19:45:47 GMT",True,"Wed, 09 Oct 2019 00:36:17 GMT",1082
12742,600,12.0,20,108,"Tue, 08 Oct 2019 23:09:40 GMT",True,"Wed, 09 Oct 2019 00:57:06 GMT",1746
12743,400,8.0,20,60,"Wed, 09 Oct 2019 00:20:20 GMT",True,"Wed, 09 Oct 2019 01:19:50 GMT",838
12744,400,28.0,70,60,"Wed, 09 Oct 2019 00:20:30 GMT",True,"Wed, 09 Oct 2019 01:19:50 GMT",838
12745,400,28.0,70,60,"Wed, 09 Oct 2019 00:20:39 GMT",True,"Wed, 09 Oct 2019 01:19:50 GMT",838
12746,400,28.0,70,314,"Wed, 09 Oct 2019 04:34:31 GMT",True,"Wed, 09 Oct 2019 05:33:50 GMT",838
12747,600,42.0,70,314,"Wed, 09 Oct 2019 04:35:04 GMT",True,"Wed, 09 Oct 2019 05:33:50 GMT",838
12748,600,42.0,70,315,"Wed, 09 Oct 2019 04:36:19 GMT",True,"Wed, 09 Oct 2019 05:34:50 GMT",838
12749,333,6.66,20,68,"Wed, 09 Oct 2019 00:23:25 GMT",True,"Wed, 09 Oct 2019 01:30:00 GMT",365
12750,325,16.25,50,60,"Wed, 09 Oct 2019 00:44:15 GMT",True,"Wed, 09 Oct 2019 01:44:15 GMT",3831
12751,438,35.04,80,134,"Wed, 09 Oct 2019 02:33:15 GMT",True,"Wed, 09 Oct 2019 04:46:32 GMT",1099
12752,250,22.5,90,115,"Wed, 09 Oct 2019 03:27:17 GMT",True,"Wed, 09 Oct 2019 05:21:48 GMT",1263
12753,350,10.15,29,285,"Wed, 09 Oct 2019 15:28:18 GMT",True,"Wed, 09 Oct 2019 20:07:51 GMT",3233
12754,375,15.0,40,236,"Wed, 09 Oct 2019 15:29:12 GMT",True,"Wed, 09 Oct 2019 19:24:37 GMT",3447
12755,600,18.0,30,404,"Wed, 09 Oct 2019 15:35:34 GMT",True,"Wed, 09 Oct 2019 22:19:31 GMT",712
12756,400,20.0,50,76,"Wed, 09 Oct 2019 15:45:54 GMT",True,"Wed, 09 Oct 2019 16:57:09 GMT",420
12757,400,8.0,20,60,"Wed, 09 Oct 2019 15:56:01 GMT",True,"Wed, 09 Oct 2019 16:51:39 GMT",2244
12758,400,24.0,60,620,"Wed, 09 Oct 2019 15:56:10 GMT",True,"Thu, 10 Oct 2019 02:15:54 GMT",676
12759,400,8.0,20,60,"Wed, 09 Oct 2019 16:09:44 GMT",True,"Wed, 09 Oct 2019 17:09:29 GMT",1364
12760,400,16.0,40,366,"Wed, 09 Oct 2019 16:27:35 GMT",True,"Wed, 09 Oct 2019 22:33:17 GMT",1912
12761,400,20.0,50,60,"Wed, 09 Oct 2019 16:27:50 GMT",True,"Wed, 09 Oct 2019 17:27:17 GMT",1912
12762,400,40.0,100,419,"Wed, 09 Oct 2019 16:35:07 GMT",True,"Wed, 09 Oct 2019 23:27:55 GMT",714
12763,400,28.0,70,60,"Wed, 09 Oct 2019 16:43:37 GMT",True,"Wed, 09 Oct 2019 17:43:36 GMT",558
12764,400,8.0,20,60,"Wed, 09 Oct 2019 16:57:11 GMT",True,"Wed, 09 Oct 2019 17:56:21 GMT",2170
12765,400,12.0,30,451,"Wed, 09 Oct 2019 17:04:52 GMT",True,"Thu, 10 Oct 2019 00:35:07 GMT",1095
12766,400,16.0,40,291,"Wed, 09 Oct 2019 17:26:21 GMT",True,"Wed, 09 Oct 2019 22:17:00 GMT",1082
12767,425,12.75,30,139,"Wed, 09 Oct 2019 17:36:47 GMT",True,"Wed, 09 Oct 2019 19:55:27 GMT",668
12768,300,30.0,100,379,"Wed, 09 Oct 2019 17:44:23 GMT",True,"Thu, 10 Oct 2019 00:02:40 GMT",832
12769,400,8.0,20,69,"Wed, 09 Oct 2019 17:53:45 GMT",True,"Wed, 09 Oct 2019 19:01:27 GMT",324
12770,292,11.68,40,207,"Wed, 09 Oct 2019 18:26:31 GMT",True,"Wed, 09 Oct 2019 21:53:03 GMT",1470
12771,200,40.0,200,466,"Wed, 09 Oct 2019 19:20:26 GMT",True,"Thu, 10 Oct 2019 03:06:14 GMT",3270
12772,400,8.0,20,60,"Wed, 09 Oct 2019 20:02:14 GMT",True,"Wed, 09 Oct 2019 21:01:05 GMT",1039
12773,400,80.0,200,60,"Wed, 09 Oct 2019 20:13:29 GMT",True,"Wed, 09 Oct 2019 21:13:24 GMT",1208
12774,400,8.0,20,223,"Wed, 09 Oct 2019 20:18:07 GMT",True,"Thu, 10 Oct 2019 00:00:32 GMT",858
12775,250,22.5,90,221,"Wed, 09 Oct 2019 20:24:51 GMT",True,"Thu, 10 Oct 2019 00:01:22 GMT",335
12776,400,8.0,20,60,"Wed, 09 Oct 2019 20:34:27 GMT",True,"Wed, 09 Oct 2019 21:33:00 GMT",891
12777,308,6.16,20,196,"Wed, 09 Oct 2019 22:30:28 GMT",True,"Thu, 10 Oct 2019 01:46:29 GMT",3143
12778,308,6.16,20,196,"Wed, 09 Oct 2019 23:10:01 GMT",True,"Thu, 10 Oct 2019 01:46:29 GMT",3143
12779,400,8.0,20,60,"Wed, 09 Oct 2019 23:36:13 GMT",True,"Thu, 10 Oct 2019 00:30:39 GMT",1920
12780,400,8.0,20,60,"Thu, 10 Oct 2019 00:46:57 GMT",True,"Thu, 10 Oct 2019 00:30:39 GMT",1920
12781,400,20.0,50,60,"Thu, 10 Oct 2019 00:45:03 GMT",True,"Thu, 10 Oct 2019 01:44:31 GMT",1011
12782,600,36.0,60,315,"Thu, 10 Oct 2019 01:13:00 GMT",True,"Thu, 10 Oct 2019 06:27:19 GMT",838
12783,600,36.0,60,60,"Thu, 10 Oct 2019 01:13:15 GMT",True,"Thu, 10 Oct 2019 02:12:19 GMT",838
12784,400,8.0,20,60,"Thu, 10 Oct 2019 01:58:45 GMT",True,"Thu, 10 Oct 2019 02:58:14 GMT",2069
12785,400,8.0,20,135,"Thu, 10 Oct 2019 01:59:11 GMT",True,"Thu, 10 Oct 2019 04:13:14 GMT",2069
12786,400,16.0,40,60,"Thu, 10 Oct 2019 01:59:39 GMT",True,"Thu, 10 Oct 2019 02:58:14 GMT",2069
12787,400,16.0,40,60,"Thu, 10 Oct 2019 02:00:59 GMT",True,"Thu, 10 Oct 2019 02:58:14 GMT",2069
12788,400,16.0,40,62,"Thu, 10 Oct 2019 02:01:14 GMT",True,"Thu, 10 Oct 2019 03:00:14 GMT",2069
12789,400,20.0,50,62,"Thu, 10 Oct 2019 02:01:37 GMT",True,"Thu, 10 Oct 2019 03:00:14 GMT",2069
12790,375,15.0,40,59,"Thu, 10 Oct 2019 04:43:05 GMT",True,"Thu, 10 Oct 2019 05:41:58 GMT",1152
12791,292,11.68,40,207,"Thu, 10 Oct 2019 14:58:47 GMT",True,"Thu, 10 Oct 2019 18:25:25 GMT",1470
12792,300,24.0,80,410,"Thu, 10 Oct 2019 15:01:52 GMT",True,"Thu, 10 Oct 2019 21:51:06 GMT",431
12793,350,10.15,29,285,"Thu, 10 Oct 2019 15:06:55 GMT",True,"Thu, 10 Oct 2019 19:51:14 GMT",3233
12794,400,8.0,20,191,"Thu, 10 Oct 2019 15:55:02 GMT",True,"Thu, 10 Oct 2019 18:59:04 GMT",3852
12795,400,8.0,20,60,"Thu, 10 Oct 2019 15:56:23 GMT",True,"Thu, 10 Oct 2019 16:56:15 GMT",891
12796,231,6.93,30,544,"Thu, 10 Oct 2019 16:01:59 GMT",True,"Fri, 11 Oct 2019 01:05:42 GMT",564
12797,400,28.0,70,60,"Thu, 10 Oct 2019 16:07:16 GMT",True,"Thu, 10 Oct 2019 17:07:12 GMT",558
12798,400,32.0,80,317,"Thu, 10 Oct 2019 16:18:46 GMT",True,"Thu, 10 Oct 2019 21:32:02 GMT",1137
12799,400,8.0,20,60,"Thu, 10 Oct 2019 16:37:10 GMT",True,"Thu, 10 Oct 2019 17:34:58 GMT",2961
12800,400,52.0,130,60,"Thu, 10 Oct 2019 16:37:23 GMT",True,"Thu, 10 Oct 2019 17:34:58 GMT",2961
12801,400,20.0,50,366,"Thu, 10 Oct 2019 16:35:46 GMT",True,"Thu, 10 Oct 2019 22:41:26 GMT",1912
12802,400,80.0,200,60,"Thu, 10 Oct 2019 16:46:27 GMT",True,"Thu, 10 Oct 2019 17:46:27 GMT",1208
12803,600,12.0,20,242,"Thu, 10 Oct 2019 17:04:19 GMT",True,"Thu, 10 Oct 2019 21:01:31 GMT",1366
12804,425,17.0,40,139,"Thu, 10 Oct 2019 17:15:05 GMT",True,"Thu, 10 Oct 2019 19:33:50 GMT",668
12805,400,60.0,150,217,"Thu, 10 Oct 2019 17:26:05 GMT",True,"Thu, 10 Oct 2019 21:02:24 GMT",1039
12806,400,12.0,30,210,"Thu, 10 Oct 2019 17:26:31 GMT",True,"Thu, 10 Oct 2019 20:56:22 GMT",1095
12807,600,12.0,20,324,"Thu, 10 Oct 2019 17:39:36 GMT",True,"Thu, 10 Oct 2019 23:02:57 GMT",712
12808,400,40.0,100,383,"Thu, 10 Oct 2019 18:04:11 GMT",True,"Fri, 11 Oct 2019 00:26:55 GMT",69
12809,400,20.0,50,235,"Thu, 10 Oct 2019 18:30:14 GMT",True,"Thu, 10 Oct 2019 22:23:15 GMT",1274
12810,400,12.0,30,377,"Thu, 10 Oct 2019 19:25:28 GMT",True,"Fri, 11 Oct 2019 01:42:26 GMT",2461
12811,400,8.0,20,60,"Thu, 10 Oct 2019 19:28:58 GMT",True,"Thu, 10 Oct 2019 20:28:02 GMT",1124
12812,500,15.0,30,187,"Thu, 10 Oct 2019 20:14:53 GMT",True,"Thu, 10 Oct 2019 23:21:25 GMT",620
12813,250,12.5,50,121,"Thu, 10 Oct 2019 20:57:56 GMT",True,"Thu, 10 Oct 2019 22:51:29 GMT",335
12814,400,8.0,20,60,"Thu, 10 Oct 2019 23:29:17 GMT",True,"Fri, 11 Oct 2019 00:28:33 GMT",1920
12815,400,8.0,20,60,"Fri, 11 Oct 2019 01:27:56 GMT",True,"Fri, 11 Oct 2019 00:28:33 GMT",1920
12816,400,20.0,50,239,"Fri, 11 Oct 2019 01:31:16 GMT",True,"Fri, 11 Oct 2019 05:29:56 GMT",1108
12817,400,24.0,60,120,"Fri, 11 Oct 2019 02:54:16 GMT",True,"Fri, 11 Oct 2019 04:50:05 GMT",1099
12818,400,24.0,60,60,"Fri, 11 Oct 2019 02:54:45 GMT",True,"Fri, 11 Oct 2019 03:50:05 GMT",1099
12819,250,22.5,90,115,"Fri, 11 Oct 2019 03:23:48 GMT",True,"Fri, 11 Oct 2019 05:18:30 GMT",1263
12820,400,15.2,38,173,"Fri, 11 Oct 2019 04:07:41 GMT",True,"Fri, 11 Oct 2019 07:00:17 GMT",1202
12821,300,6.0,20,59,"Fri, 11 Oct 2019 05:08:20 GMT",True,"Fri, 11 Oct 2019 06:06:08 GMT",1152
12822,300,6.0,20,60,"Fri, 11 Oct 2019 05:09:22 GMT",True,"Fri, 11 Oct 2019 06:07:08 GMT",1152
12823,300,9.0,30,61,"Fri, 11 Oct 2019 05:10:35 GMT",True,"Fri, 11 Oct 2019 06:08:08 GMT",1152
12824,250,60.0,240,651,"Fri, 11 Oct 2019 06:10:30 GMT",True,"Fri, 11 Oct 2019 16:55:55 GMT",67
12825,250,60.0,240,60,"Fri, 11 Oct 2019 06:11:40 GMT",True,"Fri, 11 Oct 2019 07:04:55 GMT",67
12826,250,60.0,240,61,"Fri, 11 Oct 2019 06:12:43 GMT",True,"Fri, 11 Oct 2019 07:05:55 GMT",67
12827,250,60.0,240,652,"Fri, 11 Oct 2019 06:13:10 GMT",True,"Fri, 11 Oct 2019 16:56:55 GMT",67
12828,250,60.0,240,62,"Fri, 11 Oct 2019 06:13:24 GMT",True,"Fri, 11 Oct 2019 07:06:55 GMT",67
12829,600,12.0,20,242,"Fri, 11 Oct 2019 06:16:01 GMT",True,"Fri, 11 Oct 2019 10:16:21 GMT",1366
12830,250,60.0,240,624,"Fri, 11 Oct 2019 06:38:40 GMT",True,"Fri, 11 Oct 2019 17:02:13 GMT",67
12831,250,60.0,240,60,"Fri, 11 Oct 2019 06:38:59 GMT",True,"Fri, 11 Oct 2019 07:38:13 GMT",67
12832,250,60.0,240,621,"Fri, 11 Oct 2019 06:39:11 GMT",True,"Fri, 11 Oct 2019 16:59:13 GMT",67
12833,250,60.0,240,60,"Fri, 11 Oct 2019 06:39:30 GMT",True,"Fri, 11 Oct 2019 07:38:13 GMT",67
12834,250,60.0,240,623,"Fri, 11 Oct 2019 06:39:56 GMT",True,"Fri, 11 Oct 2019 17:01:13 GMT",67
12835,250,60.0,240,61,"Fri, 11 Oct 2019 06:40:05 GMT",True,"Fri, 11 Oct 2019 07:39:13 GMT",67
12836,250,60.0,240,622,"Fri, 11 Oct 2019 06:40:16 GMT",True,"Fri, 11 Oct 2019 17:00:13 GMT",67
12837,250,60.0,240,61,"Fri, 11 Oct 2019 06:40:34 GMT",True,"Fri, 11 Oct 2019 07:39:13 GMT",67
12838,250,60.0,240,649,"Fri, 11 Oct 2019 06:40:44 GMT",True,"Fri, 11 Oct 2019 17:27:13 GMT",67
12839,250,60.0,240,639,"Fri, 11 Oct 2019 06:40:57 GMT",True,"Fri, 11 Oct 2019 17:17:13 GMT",67
12840,250,60.0,240,722,"Fri, 11 Oct 2019 06:41:12 GMT",True,"Fri, 11 Oct 2019 18:40:13 GMT",67
12841,250,60.0,240,565,"Fri, 11 Oct 2019 06:41:22 GMT",True,"Fri, 11 Oct 2019 16:03:13 GMT",67
12842,250,60.0,240,596,"Fri, 11 Oct 2019 06:42:05 GMT",True,"Fri, 11 Oct 2019 16:34:13 GMT",67
12843,250,60.0,240,63,"Fri, 11 Oct 2019 06:42:37 GMT",True,"Fri, 11 Oct 2019 07:41:13 GMT",67
12844,250,60.0,240,574,"Fri, 11 Oct 2019 06:42:45 GMT",True,"Fri, 11 Oct 2019 16:12:13 GMT",67
12845,250,60.0,240,639,"Fri, 11 Oct 2019 06:42:58 GMT",True,"Fri, 11 Oct 2019 17:17:13 GMT",67
12846,250,60.0,240,612,"Fri, 11 Oct 2019 06:43:11 GMT",True,"Fri, 11 Oct 2019 16:50:13 GMT",67
12847,250,60.0,240,623,"Fri, 11 Oct 2019 06:47:12 GMT",True,"Fri, 11 Oct 2019 17:01:13 GMT",67
12848,250,60.0,240,68,"Fri, 11 Oct 2019 07:02:20 GMT",True,"Fri, 11 Oct 2019 07:46:13 GMT",67
12849,250,60.0,240,743,"Fri, 11 Oct 2019 07:02:48 GMT",True,"Fri, 11 Oct 2019 19:01:13 GMT",67
12850,250,60.0,240,744,"Fri, 11 Oct 2019 07:02:59 GMT",True,"Fri, 11 Oct 2019 19:02:13 GMT",67
12851,250,60.0,240,744,"Fri, 11 Oct 2019 07:03:11 GMT",True,"Fri, 11 Oct 2019 19:02:13 GMT",67
12852,250,60.0,240,744,"Fri, 11 Oct 2019 07:03:33 GMT",True,"Fri, 11 Oct 2019 19:02:13 GMT",67
12853,250,60.0,240,745,"Fri, 11 Oct 2019 07:03:56 GMT",True,"Fri, 11 Oct 2019 19:03:13 GMT",67
12854,250,60.0,240,817,"Fri, 11 Oct 2019 10:41:02 GMT",True,"Fri, 11 Oct 2019 20:15:13 GMT",67
12855,292,14.6,50,207,"Fri, 11 Oct 2019 14:56:26 GMT",True,"Fri, 11 Oct 2019 18:23:21 GMT",1470
12856,300,12.0,40,410,"Fri, 11 Oct 2019 14:58:18 GMT",True,"Fri, 11 Oct 2019 21:47:59 GMT",431
12857,400,8.0,20,60,"Fri, 11 Oct 2019 15:05:21 GMT",True,"Fri, 11 Oct 2019 16:05:01 GMT",2170
12858,400,40.0,100,256,"Fri, 11 Oct 2019 15:06:17 GMT",True,"Fri, 11 Oct 2019 19:21:55 GMT",3449
12859,360,39.6,110,480,"Fri, 11 Oct 2019 15:08:32 GMT",True,"Fri, 11 Oct 2019 23:08:03 GMT",3853
12860,400,40.0,100,383,"Fri, 11 Oct 2019 16:03:08 GMT",True,"Fri, 11 Oct 2019 22:25:56 GMT",69
12861,400,40.0,100,419,"Fri, 11 Oct 2019 16:08:29 GMT",True,"Fri, 11 Oct 2019 23:06:49 GMT",714
12862,400,8.0,20,60,"Fri, 11 Oct 2019 16:13:23 GMT",True,"Fri, 11 Oct 2019 17:13:17 GMT",2213
12863,400,8.0,20,52,"Fri, 11 Oct 2019 16:15:17 GMT",True,"Fri, 11 Oct 2019 17:05:17 GMT",2213
12864,250,5.0,20,418,"Fri, 11 Oct 2019 16:16:19 GMT",True,"Fri, 11 Oct 2019 23:13:08 GMT",1126
12865,400,8.0,20,165,"Fri, 11 Oct 2019 16:22:12 GMT",True,"Fri, 11 Oct 2019 19:06:57 GMT",324
12866,400,20.0,50,366,"Fri, 11 Oct 2019 16:35:29 GMT",True,"Fri, 11 Oct 2019 22:39:56 GMT",1912
12867,400,12.0,30,166,"Fri, 11 Oct 2019 16:38:28 GMT",True,"Fri, 11 Oct 2019 19:23:57 GMT",515
12868,400,32.0,80,385,"Fri, 11 Oct 2019 16:40:41 GMT",True,"Fri, 11 Oct 2019 23:04:25 GMT",1957
12869,400,8.0,20,60,"Fri, 11 Oct 2019 16:47:18 GMT",True,"Fri, 11 Oct 2019 17:47:07 GMT",891
12870,400,20.0,50,60,"Fri, 11 Oct 2019 16:54:47 GMT",True,"Fri, 11 Oct 2019 17:54:46 GMT",558
12871,400,8.0,20,223,"Fri, 11 Oct 2019 17:03:03 GMT",True,"Fri, 11 Oct 2019 20:44:35 GMT",858
12872,400,8.0,20,643,"Fri, 11 Oct 2019 17:02:58 GMT",True,"Sat, 12 Oct 2019 03:45:38 GMT",667
12873,300,12.0,40,385,"Fri, 11 Oct 2019 17:36:58 GMT",True,"Sat, 12 Oct 2019 00:00:37 GMT",832
12874,250,15.0,60,372,"Fri, 11 Oct 2019 18:34:24 GMT",True,"Sat, 12 Oct 2019 00:45:39 GMT",248
12875,400,16.0,40,291,"Fri, 11 Oct 2019 19:30:42 GMT",True,"Sat, 12 Oct 2019 00:21:15 GMT",1082
12876,400,20.0,50,60,"Fri, 11 Oct 2019 21:31:58 GMT",True,"Fri, 11 Oct 2019 22:31:48 GMT",1135
12877,400,12.0,30,176,"Fri, 11 Oct 2019 21:57:18 GMT",True,"Sat, 12 Oct 2019 00:53:18 GMT",2461
12878,400,16.0,40,146,"Fri, 11 Oct 2019 22:04:29 GMT",True,"Sat, 12 Oct 2019 00:30:07 GMT",559
12879,400,32.0,80,557,"Fri, 11 Oct 2019 22:07:13 GMT",True,"Sat, 12 Oct 2019 07:24:12 GMT",300
12880,400,12.0,30,112,"Fri, 11 Oct 2019 22:32:45 GMT",True,"Sat, 12 Oct 2019 00:20:39 GMT",2149
12881,300,9.0,30,157,"Sat, 12 Oct 2019 01:45:40 GMT",True,"Sat, 12 Oct 2019 04:22:06 GMT",431
12882,200,8.0,40,62,"Sat, 12 Oct 2019 15:53:05 GMT",True,"Sat, 12 Oct 2019 15:47:19 GMT",3876
12883,200,8.0,40,174,"Sat, 12 Oct 2019 15:53:35 GMT",True,"Sat, 12 Oct 2019 17:39:19 GMT",3876
12884,200,8.0,40,60,"Sat, 12 Oct 2019 18:06:38 GMT",True,"Sat, 12 Oct 2019 15:45:19 GMT",3876
12885,400,8.0,20,60,"Sat, 12 Oct 2019 16:04:43 GMT",True,"Sat, 12 Oct 2019 17:02:40 GMT",2087
12886,400,8.0,20,137,"Sat, 12 Oct 2019 17:22:29 GMT",True,"Sat, 12 Oct 2019 18:19:40 GMT",2087
12887,400,8.0,20,137,"Sat, 12 Oct 2019 17:46:38 GMT",True,"Sat, 12 Oct 2019 18:19:40 GMT",2087
12888,400,8.0,20,161,"Sat, 12 Oct 2019 18:13:24 GMT",True,"Sat, 12 Oct 2019 18:43:40 GMT",2087
12889,250,35.0,140,248,"Sat, 12 Oct 2019 16:50:19 GMT",True,"Sat, 12 Oct 2019 20:58:19 GMT",291
12890,250,2.5,10,60,"Sat, 12 Oct 2019 16:50:44 GMT",True,"Sat, 12 Oct 2019 17:50:19 GMT",291
12891,250,2.5,10,60,"Sat, 12 Oct 2019 19:12:42 GMT",True,"Sat, 12 Oct 2019 17:50:19 GMT",291
12892,250,30.0,120,202,"Sat, 12 Oct 2019 19:13:13 GMT",True,"Sat, 12 Oct 2019 20:12:19 GMT",291
12893,250,30.0,120,203,"Sat, 12 Oct 2019 19:13:38 GMT",True,"Sat, 12 Oct 2019 20:13:19 GMT",291
12894,250,30.0,120,203,"Sat, 12 Oct 2019 19:16:04 GMT",True,"Sat, 12 Oct 2019 20:13:19 GMT",291
12895,250,30.0,120,205,"Sat, 12 Oct 2019 19:18:26 GMT",True,"Sat, 12 Oct 2019 20:15:19 GMT",291
12896,250,30.0,120,229,"Sat, 12 Oct 2019 19:40:27 GMT",True,"Sat, 12 Oct 2019 20:39:19 GMT",291
12897,250,30.0,120,229,"Sat, 12 Oct 2019 22:02:19 GMT",True,"Sat, 12 Oct 2019 20:39:19 GMT",291
12898,400,28.0,70,226,"Sat, 12 Oct 2019 17:17:30 GMT",True,"Sat, 12 Oct 2019 21:03:08 GMT",1133
12899,250,17.5,70,372,"Sat, 12 Oct 2019 18:24:33 GMT",True,"Sun, 13 Oct 2019 00:36:18 GMT",248
12900,400,20.0,50,239,"Sat, 12 Oct 2019 19:12:47 GMT",True,"Sat, 12 Oct 2019 23:11:14 GMT",1108
12901,300,12.0,40,61,"Sat, 12 Oct 2019 20:36:47 GMT",True,"Sat, 12 Oct 2019 21:37:44 GMT",1152
12902,400,8.0,20,72,"Sat, 12 Oct 2019 20:51:37 GMT",True,"Sat, 12 Oct 2019 22:03:13 GMT",1222
12903,333,9.99,30,104,"Sat, 12 Oct 2019 21:35:21 GMT",True,"Sat, 12 Oct 2019 23:18:58 GMT",365
12904,400,40.0,100,435,"Sat, 12 Oct 2019 22:28:55 GMT",True,"Sun, 13 Oct 2019 05:41:01 GMT",1214
12905,400,40.0,100,435,"Sun, 13 Oct 2019 01:22:16 GMT",True,"Sun, 13 Oct 2019 05:41:01 GMT",1214
12906,400,16.0,40,74,"Sun, 13 Oct 2019 00:01:00 GMT",True,"Sun, 13 Oct 2019 01:14:40 GMT",1161
12907,400,24.0,60,120,"Sun, 13 Oct 2019 00:57:39 GMT",True,"Sun, 13 Oct 2019 02:56:15 GMT",1099
12908,400,15.2,38,173,"Sun, 13 Oct 2019 02:18:12 GMT",True,"Sun, 13 Oct 2019 05:10:48 GMT",1202
12909,400,15.2,38,173,"Sun, 13 Oct 2019 02:18:37 GMT",True,"Sun, 13 Oct 2019 05:10:48 GMT",1202
12910,400,8.0,20,60,"Sun, 13 Oct 2019 17:21:34 GMT",True,"Sun, 13 Oct 2019 18:19:26 GMT",2290
12911,400,24.0,60,77,"Sun, 13 Oct 2019 18:09:40 GMT",True,"Sun, 13 Oct 2019 18:36:26 GMT",2290
